CLAVE|SUBCLAVE|DESCRIPCION
010.000.5391.00|010.000.5391.00|DIETA POLIMERICA SIN FIBRA SUSPENSION ORAL O ENTERAL CONTENIDO CADA 100 ML CONTIENE: - UNIDADES – MINIMO- MAXIMO PROTEINAS – G / 3.6 / 4; LIPIDOS – G / 3.4 / 3.92; HIDRATOS DE CARBONO – G / 12.72 / 13.8; VITAMINA A U.I. / 264.2 / 400; VITAMINA D U.I. / 21.1 / 28; VITAMINA E U.I. / 2.4 / 3.33; VITAMINA K1 - µG / 4.2 / 8; VITAMINA C – MG / 9.7 / 15.9; TIAMINA B1 – MG / 0.16 / 0.2; RIBOFLABINA B2 – MG / 0.18 / 0.24; NIACINA – MG / 2.11 / 2.8; VITAMINA B6 – MG / 0.21 / 0.4; ACIDO FOLICO - µG / 42.3 / 54; ACIDO PANTOTENICO – MG / 1.06 / 1.4; VITAMINA B12 - µG / 0.63 / 0.8; BIOTINA - µG / 31.7 / 40; COLINA - MG / 31.3 / 45.2; CALCIO – MG / 49.4 / 75.4; FOSFORO – MG / 49.4 / 66; MAGNESIO – MG / 19.8 / 37.7; ZINC – MG / 0.32 / 0.99; HIERRO – MG / 0.89 / 1.13; MANGANESO – MG / 0.15 / 0.26; IODO - µG / 7 / 9.4; SODIO – MG / 47 / 79; POTASIO – MG / 118 / 162; CLORURO – MG / 93.5 / 134; CROMO - µG / 3.77 / 5.1; MOLIBDENO - µG / 7.5 / 12.2; SELENIO - µG / 3.77 / 5.1; COBRE – MG / 0.09 / 0.16; ENVASE CON 236 A 250 ML.
030.000.5398.00|030.000.5398.00|FORMULA CON PROTEINA A BASE DE AMINOACIDOS POLVO CADA 100 G CONTIENEN: KCAL 475G, LIPIDOS 23G, HIDRATOS DE CARBONO 54G, PROTEINAS 13G. Y OTROS COMPONENTES. ENVASE CON 400 G Y MEDIDA DE 5.00 G. (VER ESPECIFICACIONES EN CBCISS)
010.000.5400.00|010.000.5400.00A|FORMULA DE INICIO LIBRE DE FENILALANINA POLVO CADA 100 G CONTIENEN: KCAL 470-550/100G, LIPIDOS 20-26G/100G, HIDRATOS DE CARBONO 50-60G/100G, PROTEINAS 12.50-17G/100G Y OTROS COMPONENTES. SOBRE CON MEDIDA DOSIFICADORA. (VER ESPECIFICACIONES EN CBCISS)
010.000.5400.00|010.000.5400.00B|FORMULA DE INICIO LIBRE DE FENILALANINA POLVO CADA 100 G CONTIENEN: KCAL 470-550/100G, LIPIDOS 20-26G/100G, HIDRATOS DE CARBONO 50-60G/100G, PROTEINAS 12.50-17G/100G Y OTROS COMPONENTES. LATA CON MEDIDA DOSIFICADORA. (VER ESPECIFICACIONES EN CBCISS)
030.000.0013.00|030.000.0013.00|FORMULA DE PROTEINA EXTENSAMENTE HIDROLIZADA POLVO CADA 100 G CONTIENEN: KCAL 100/100G, LIPIDOS 4.4-6/100G, PROTEINAS 2.25-3/100G, HIDRATO DE CARBONO 10-14/100G. Y OTROS COMPONENTES. ENVASE CON 400 A 450 G Y MEDIDA DE 4.30 A 4.50 G. * AUNQUE NO EXISTE UN NIVEL SUPERIOR DE RECOMENDACION SIEMPRE DEBERA CONSERVAR LA RELACION DE ACIDO LINOLEICO/ACIDO LINOLENICO. ** HIDRATOS DE CARBONO: LA LACTOSA Y LOS POLIMEROS DE GLUCOSA DEBEN SER LOS HIDRATOS DE CARBONO PREFERIDOS, SOLO PODRAN AÑADIRSE ALMIDONES NATURALMENTE EXENTOS DE GLUTEN PRECOCIDOS Y/O GELATINIZADOS HASTA UN MAXIMO DE 30% DEL CONTENIDO TOTAL DE HIDRATOS DE CARBONO Y HASTA UN MAXIMO DE 2 G/100ML. DEBERA EVITARSE EL USO DE SACAROSA Y/O ADICION DE FRUCTUOSA. (VER ESPECIFICACIONES EN CBCISS)
030.000.5394.00|030.000.5394.00|FORMULA DE PROTEINA EXTENSAMENTE HIDROLIZADA CON TRIGLICERIDOS DE CADENA MEDIA POLVO ENERGIA 60-70 KCAL/100KCAL, GRASAS 4.4-6.0/100KCAL, PROTEINA 2.25-3.0/100KCAL, HIDRATOS DE CARBONO 9-14/100KCAL, TRIGLICERIDOS 40-55/100KCAL. Y OTROS COMPONENTES. ENVASE CON 400 A 454 G Y MEDIDA DOSIFICADORA DE 4.5 G. (VER ESPECIFICACIONES EN CBCISS)
010.000.5401.00|010.000.5401.00B|FORMULA DE SEGUIMIENTO LIBRE DE FENILALANINA POLVO CADA 100 G CONTIENEN: KCAL 300-420/100G, LIPIDOS 0.10-15G/100G, HIDRATOS DE CARBONO 30-65G/100G, PROTEINAS 20-35G/100G. Y OTROS COMPONENTES. LATA CON MEDIDA DOSIFICADORA. (VER ESPECIFICACIONES EN CBCISS)
010.000.5401.00|010.000.5401.00A|FORMULA DE SEGUIMIENTO LIBRE DE FENILALANINA POLVO CADA 100 G CONTIENEN: KCAL 300-420/100G, LIPIDOS 0.10-15G/100G, HIDRATOS DE CARBONO 30-65G/100G, PROTEINAS 20-35G/100G. Y OTROS COMPONENTES. SOBRE CON MEDIDA DOSIFICADORA. (VER ESPECIFICACIONES EN CBCISS)
010.000.5402.00|010.000.5402.00A|FORMULA LIBRE DE FENILALANINA PARA ADOLESCENTE Y ADULTO POLVO KCAL 297, LIPIDOS < 0.5G, HIDRATOS DE CARBONO 34G, PROTEINAS 39G. Y OTROS COMPONENTES. SOBRE CON MEDIDA DOSIFICADORA. (VER ESPECIFICACIONES EN CBCISS)
010.000.5402.00|010.000.5402.00B|FORMULA LIBRE DE FENILALANINA PARA ADOLESCENTE Y ADULTO POLVO KCAL 297, LIPIDOS < 0.5G, HIDRATOS DE CARBONO 34G, PROTEINAS 39G. Y OTROS COMPONENTES. LATA CON MEDIDA DOSIFICADORA. (VER ESPECIFICACIONES EN CBCISS)
010.000.5397.00|010.000.5397.00B|FORMULA O DIETA INMUNORREGULADORA SUSPENSION ORAL KCAL 100-150, PROTEINAS 5.60-9.63 G, HIDRATOS DE CARBONO 12.0-13.50 G, LIPIDOS 2.20-6.80 G. Y OTROS COMPONENTES. LATA CON 250 ML. (VER ESPECIFICACIONES EN CBCISS)
010.000.5397.00|010.000.5397.00A|FORMULA O DIETA INMUNORREGULADORA POLVO KCAL 100-150, PROTEINAS 5.60-9.63 G, HIDRATOS DE CARBONO 12.0-13.50 G, LIPIDOS 2.20-6.80 G. Y OTROS COMPONENTES. SOBRE CON 123 G DE POLVO (VER ESPECIFICACIONES EN CBCISS)
010.000.1708.00|010.000.1708.00B|HIDROXOCOBALAMINA SOLUCION INYECTABLE CADA AMPOLLETA O FRASCO AMPULA CON SOLUCION O LIOFILIZADO CONTIENE: HIDROXOCOBALAMINA 100 µG. ENVASE CON 3 AMPOLLETAS DE 2 ML O FRASCO AMPULA Y DILUYENTE.
010.000.1712.00|010.000.1712.00|HIERRO AMINOQUELADO Y ACIDO FOLICO TABLETA CADA TABLETA CONTIENE: HIERRO AMINOQUELADO EQUIVALENTE A 30 MG DE HIERRO ELEMENTAL. ACIDO FOLICO 0.500 MG. ENVASE CON 30 TABLETAS.
010.000.1713.00|010.000.1713.00|HIERRO AMINOQUELADO Y ACIDO FOLICO SUSPENSION ORAL CADA 100 ML CONTIENEN: HIERRO AMINOQUELADO EQUIVALENTE A 600 DE HIERRO ELEMENTAL. ACIDO FOLICO 10.0 MG. ENVASE CON 60 ML Y VASITO DOSIFICADOR.
010.000.1713.01|010.000.1713.01|HIERRO AMINOQUELADO Y ACIDO FOLICO SUSPENSION ORAL CADA 100 ML CONTIENEN: HIERRO AMINOQUELADO EQUIVALENTE A 600 DE HIERRO ELEMENTAL. ACIDO FOLICO 10.0 MG. ENVASE CON 100 ML Y VASITO DOSIFICADOR.
010.000.1713.02|010.000.1713.02|HIERRO ANMINOQUELADO Y ACIDO FOLICO SUSPENSION ORAL CADA 100 ML CONTIENEN: HIERRO AMINOQUELADO EQUIVALENTE A 600 MG DE HIERRO ELEMENTAL. ACIDO FOLICO 10.0 MG. ENVASE CON 120 ML Y VASITO DOSIFICADOR.
010.000.2167.00|010.000.2167.00|LECHE DESCREMADA POLVO CADA 100 G CONTIENEN: PROTEINAS 35.3 G. HIDRATOS DE CARBONO 51.7 G. GRASA 1.0 G. ENVASE CON 400 A 500 G.
010.000.2169.00|010.000.2169.00|LEVOCARNITINA SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: LEVOCARNITINA 1 G. ENVASE CON 5 AMPOLLETAS DE 5 ML.
010.000.2169.01|010.000.2169.01|LEVOCARNITINA SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: LEVOCARNITINA 1 G. ENVASE CON 25 AMPOLLETAS DE 5 ML.
010.000.2169.02|010.000.2169.02|LEVOCARNITINA SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: LEVOCARNITINA 1 G. ENVASE CON 50 AMPOLLETAS DE 5 ML.
010.000.2171.00|010.000.2171.00|LEVOCARNITINA TABLETA MASTICABLE CADA TABLETA CONTIENE: LEVOCARNITINA 1 G. ENVASE CON 20 TABLETAS.
010.000.2745.00|010.000.2745.00|LIPIDOS INTRAVENOSOS: ACEITE DE PESCADO (ACIDOS GRASOS) EMULSION INYECTABLE CADA 100 ML CONTIENEN: ACEITE DE PESCADO 10.0 G. ENVASE CON 50 ML.
010.000.2745.01|010.000.2745.01|LIPIDOS INTRAVENOSOS: ACEITE DE PESCADO (ACIDOS GRASOS) EMULSION INYECTABLE CADA 100 ML CONTIENEN: ACEITE DE PESCADO 10.0 G. ENVASE CON 100 ML.
010.000.5378.00|010.000.5378.00|MANGANESO SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: MANGANESO 924 µG. ENVASE CON 25 AMPOLLETAS DE 3 ML.
010.000.5384.00|010.000.5384.00|MULTIVITAMINAS SOLUCION INYECTABLE ADULTO CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: RETINOL (VITAMINA A) 3300.0 U. COLECALCIFEROL (VITAMINA D3) 200.0 U. ACETATO DE TOCOFEROL. (VITAMINA E) 10.0 U. NICOTINAMIDA 40.0 MG. RIBOFLAVINA 3.6 MG. CLORHIDRATO DE PIRIDOXINA. EQUIVALENTE A 4.0 MG DE PIRIDOXIMA. DEXPANTENOL EQUIVALENTE A 15.0 MG DE ACIDO PANTOTENICO. CLORHIDRATO DE TIAMINA, EQUIVALENTE A 3.0 MG DE TIAMINA. ACIDO ASCORBICO 100.0 MG. BIOTINA 0.060 MG. CIANOCOBALAMINA 0.005 MG. ACIDO FOLICO 0.400 MG. ENVASE CON UN FRASCO AMPULA Y DILUYENTE DE 5 ML.
010.000.5385.00|010.000.5385.00|MULTIVITAMINAS SOLUCION INYECTABLE INFANTIL CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: RETINOL (VITAMINA A) 2000.0 UI. COLECALCIFEROL (VITAMINA D3) 200.0 UI. ACETATO DE ALFA TOCOFEROL (VITAMINA E) 7.0 UI. NICOTINAMIDA 17.0 MG. RIBOFLAVINA 1.4 MG. CLORHIDRATO DE PIRIDOXINA EQUIVALENTE A 1.0 MG. DE PIRIDOXIMA. DEXPANTENO EQUIVALENTE A 5.0 MG DE ACIDO PANTOTENICO. CLORHIDRATO DE TIAMINA EQUIVALENTE A 1.2 MG DE TIAMINA. ÄCIDO ASCORBICO 80.0 MG. BIOTINA 0.02 MG. CIANOCOBALAMINA 0.001 MG. ACIDO FOLICO 0.14 MG. VITAMINA K 0.2 MG. ENVASE CON 1 FRASCO AMPULA Y 1 AMPOLLETA CON 5 ML DE DILUYENTE.
010.000.5385.01|010.000.5385.01|MULTIVITAMINAS SOLUCION INYECTABLE INFANTIL CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: RETINOL (VITAMINA A) 2000.0 UI. COLECALCIFEROL (VITAMINA D3) 200.0 UI. ACETATO DE ALFA TOCOFEROL (VITAMINA E) 7.0 UI. NICOTINAMIDA 17.0 MG. RIBOFLAVINA 1.4 MG. CLORHIDRATO DE PIRIDOXINA EQUIVALENTE A 1.0 MG. DE PIRIDOXIMA. DEXPANTENO EQUIVALENTE A 5.0 MG DE ACIDO PANTOTENICO. CLORHIDRATO DE TIAMINA EQUIVALENTE A 1.2 MG DE TIAMINA. ÄCIDO ASCORBICO 80.0 MG. BIOTINA 0.02 MG. CIANOCOBALAMINA 0.001 MG. ACIDO FOLICO 0.14 MG. VITAMINA K 0.2 MG. ENVASE CON 5 FRASCOS AMPULA Y 5 AMPOLLETAS CON 5 ML DE DILUYENTE.
010.000.5385.02|010.000.5385.02|MULTIVITAMINAS SOLUCION INYECTABLE INFANTIL CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: RETINOL (VITAMINA A) 2000.0 UI. COLECALCIFEROL (VITAMINA D3) 200.0 UI. ACETATO DE ALFA TOCOFEROL (VITAMINA E) 7.0 UI. NICOTINAMIDA 17.0 MG. RIBOFLAVINA 1.4 MG. CLORHIDRATO DE PIRIDOXINA EQUIVALENTE A 1.0 MG. DE PIRIDOXIMA. DEXPANTENO EQUIVALENTE A 5.0 MG DE ACIDO PANTOTENICO. CLORHIDRATO DE TIAMINA EQUIVALENTE A 1.2 MG DE TIAMINA. ÄCIDO ASCORBICO 80.0 MG. BIOTINA 0.02 MG. CIANOCOBALAMINA 0.001 MG. ACIDO FOLICO 0.14 MG. VITAMINA K 0.2 MG. ENVASE CON 10 FRASCOS AMPULA Y 10 AMPOLLETAS CON 5 ML DE DILUYENTE.
010.000.2730.00|010.000.2730.00|NUTRICION PARENTERAL EMULSION INYECTABLE CADA 100 ML CONTIENEN: EN EL COMPARTIMIENTO DE EMULSION DE LIPIDOS AL 20%. ACEITE PURIFICADO DE SOYA Y/O DE OLIVA 20.00 G. EN EL COMPARTIMIENTO DE AMINOACIDOS AL 10% CON ELECTROLITOS: L-ALANINA 2.070 G. L-ARGININA 1.150 G. GLICINA 1.030 G. L-HISTIDINA 0.480 G. L-ISOLEUCINA 0.600 G. L-LEUCINA 0.730 G. CLORHIDRATO DE L-LISINA EQUIVALENTE A 0.580 G DE L-LISINA. L-METIONINA 0.400 G. L-FENILALANINA 0.560 G. L-PROLINA 0.680 G. L-SERINA 0.500 G. L-TREONINA 0.420 G. L-TRIPTOFANO 0.180 G. L-TIROSINA 0.040 G. L-VALINA 0.580 G. ACETATO DE SODIO TRIHIDRATADO 0.612 A 0.680 G. FOSFATO DIPOTASICO 0.522 G O GLICEROFOSFATO DE SODIO PENTAHIDRATADO 0.535 G Y CLORURO DE POTASIO 0.448 G. CLORURO DE SODIO 0.118 G. CLORURO DE MAGNESIO HEXAHIDRATADO 0.103 A 0.112 G. EL COMPARTIMIENTO DE GLUCOSA AL 40% Y CLORURO DE CALCIO: GLUCOSA MONOHIDRATADA EQUIVALENTE A 40.00 G DE GLUCOSA ANHIDRA. CLORURO DE CALCIO DIHIDRATADO 0.066 A 0.075 G. ENVASE CON BOLSA DE PLASTICO DE 2000 ML CON TRES COMPARTIMIENTOS (400 ML PARA LIPIDOS, 800 ML PARA AMINOACIDOS CON ELECTROLITOS, 800 ML PARA GLUCOSA CON CALCIO).
010.000.2733.00|010.000.2733.00|NUTRICION PARENTERAL EMULSION INYECTABLE CADA 100 ML CONTIENEN: EN EL COMPARTIMIENTO DE EMULSION DE LIPIDOS AL 20%,ACEITE PURIFICADO DE SOYA Y/O DE OLIVA 20.00 G, EN EL COMPARTIMIENTO DE AMINOACIDOS AL 7% CON ELECTROLITOS: L-ALANINA 1.449 A 1.450 G, L-ARGININA 0.805 G,GLICINA 0.721 A 0.722 G, L-HISTIDINA 0.335 A 0.336 G, L-ISOLEUCINA 0.420 G, L-LEUCINA 0.511 A 0.512 G, CLORHIDRATO DE L-LISINA, EQUIVALENTE A 0.405 A 0.406 G DE L-LISINA,L-METIONINA 0.280 G,L-FENILALANINA 0.392 G, L-PROLINA 0.475 A 0.476 G, L-SERINA 0.350 G, L-TREONINA 0.294 A 0.295 G, L-TRIPTOFANO 0.125 A 0.126 G, L-TIROSINA 0.028 G, L-VALINA 0.405 A 0.406 G, ACETATO DE SODIO TRIHIDRATADO 0.515 A 0.612 G, FOSFATO DIPOTASICO 0.522 G O GLICEROFOSFATO DE SODIO PENTAHIDRATADO 0.535 G Y CLORURO DE POTASIO 0.448 G, CLORURO DE SODIO 0.188 G, CLORURO DE MAGNESIO HEXAHIDRATADO 0.103 A 0.112 G, EL COMPARTIMIENTO DE GLUCOSA AL 25% Y CLORURO DE CALCIO: GLUCOSA MONOHIDRATADA EQUIVALENTE A 25.00 G DE GLUCOSA ANHIDRA. CLORURO DE CALCIO DIHIDRATADO 0.066 A 0.075 G. ENVASE CON BOLSA DE PLASTICO DE 2000 ML CON TRES COMPARTIMIENTOS (400 ML PARA LIPIDOS, 800 ML PARA AMINOACIDOS CON ELECTROLITOS, 800 ML PARA GLUCOSA CON CALCIO).
010.000.2734.00|010.000.2734.00|NUTRICION PARENTERAL EMULSION INYECTABLE CADA 100 ML CONTIENEN: EN EL COMPARTIMIENTO DE EMULSION DE LIPIDOS AL 20%. ACEITE PURIFICADO DE SOYA Y/O DE OLIVA 20.00 G.EN EL COMPARTIMIENTO DE AMINOACIDOS AL 8.5% CON ELECTROLITOS: L-ALANINA 1.760 G. L-ARGININA 0.978 G. GLICINA 0.875 A 0.876 G. L-HISTIDINA 0.408 G. L-ISOLEUCINA 0.510 G. L-LEUCINA 0.620 A 0.621 G. CLORHIDRATO DE L-LISINA EQUIVALENTE A 0.492 A 0.493 G. DE L-LISINA L-METIONINA 0.340 G. L-FENILALANINA 0.475 A 0.476 G. L-PROLINA 0.578 G. L- SERINA 0.425 G. L-TREONINA 0.357 A 0.358 G. L-TRIPTOFANO 0.152 A 0.153 G. L-TIROSINA 0.034 0.035 G. L-VALINA 0.492 A 0.493 G. ACETATO DE SODIO TRIHIDRATADO 0.594 A 0.612 G. FOSFATO DIPOTASICO 0.522 G O GLICEROFOSFATO DE SODIO PENTAHIDRATADO 0.535 G Y CLORURO DE POTASIO 0.448 G. CLORURO DE SODIO 0.154 G. CLORURO DE MAGNESIO HEXAHIDRATADO 0.102 A 0.112 G. EL COMPARTIMIENTO DE GLUCOSA AL 30% Y CLORURO DE CALCIO: GLUCOSA MONOHIDRATADA EQUIVALENTE A 30.00 G DE GLUCOSA ANHIDRA CLORURO DE CALCIO DIHIDRATADO 0.066 A 0.075 G. ENVASE CON BOLSA DE PLASTICO DE 2000 ML CON TRES COMPARTIMIENTOS (400 ML PARA LIPIDOS, 800 ML PARA AMINOACIDOS CON ELECTROLITOS, 800 ML PARA GLUCOSA CON CALCIO).
010.000.2730.01|010.000.2730.01|NUTRICION PARENTERAL A BASE DE LIPIDOS, AMINOACIDOS, GLUCOSA Y ELECTROLITOS EMULSION INYECTABLE CADA 100 ML CONTIENE:EN EL COMPARTIMIENTO DE EMULSION DE LIPIDOS AL 20% ACEITE PURIFICADO DE SOYA Y/O DE OLIVA 20.00 G EN EL COMPARTIMIENTO DE AMINOACIDOS AL 10% CON ELECTROLITOS: L-ALANINA 2.070 G; L-ARGININA 1.150 G; GLICINA 1.030 G; L-HISTIDINA 0.480 G; LISOLEUCINA 0.600 G; L-LEUCINA 0.730 G; CLORHIDRATO DE L-LISINA EQUIVALENTE A 0.580G DE L-LISINA; L-METIONINA 0.400 G; L-FENILALANINA 0.560 G; L-PROLINA 0.680 G; L-SERINA 0.500 G; L-TREONINA 0.420 G; L-TRIPTOFANO 0.180 G; L-TIROSINA 0.040 G; L-VALINA 0.580G; ACETATO DE SODIO TRIHIDRATADO 0.612G; GLICEROFOSFATO DE SODIO PENTAHIDRATADO 0.535 G Y CLORURO DE POTASIO 0.448 G; CLORURO DE SODIO 0.118 G; CLORURO DE MAGNESIO HEXAHIDRATADO 0.112 G. EL COMPARTIMIENTO DE GLUCOSA AL 40% Y CLORURO DE CALCIO: GLUCOSA MONOHIDRATADA EQUIVALENTE A 40.0 G DE GLUCOSA ANHIDRA, CLORURO DE CALCIO DIHIDRATADO 0.075 G. CON O SIN CLORURO DE SODIO. ENVASE CON BOLSA DE PLASTICO DE 1000 ML CON TRES COMPARTIMIENTOS (200 ML PARA LIPIDOS, 400 ML PARA AMINOACIDOS CON ELECTROLITOS, 400 ML PARA GLUCOSA CON CALCIO).
010.000.2730.02|010.000.2730.02|NUTRICION PARENTERAL A BASE DE LIPIDOS, AMINOACIDOS, GLUCOSA Y ELECTROLITOS EMULSION INYECTABLE CADA 100 ML CONTIENE:EN EL COMPARTIMIENTO DE EMULSION DE LIPIDOS AL 20% ACEITE PURIFICADO DE SOYA Y/O DE OLIVA 20.00 G EN EL COMPARTIMIENTO DE AMINOACIDOS AL 10% CON ELECTROLITOS: L-ALANINA 2.070 G; L-ARGININA 1.150 G; GLICINA 1.030 G; L-HISTIDINA 0.480 G; LISOLEUCINA 0.600 G; L-LEUCINA 0.730 G; CLORHIDRATO DE L-LISINA EQUIVALENTE A 0.580G DE L-LISINA; L-METIONINA 0.400 G; L-FENILALANINA 0.560 G; L-PROLINA 0.680 G; L-SERINA 0.500 G; L-TREONINA 0.420 G; L-TRIPTOFANO 0.180 G; L-TIROSINA 0.040 G; L-VALINA 0.580G; ACETATO DE SODIO TRIHIDRATADO 0.612G; GLICEROFOSFATO DE SODIO PENTAHIDRATADO 0.535 G Y CLORURO DE POTASIO 0.448 G; CLORURO DE SODIO 0.118 G; CLORURO DE MAGNESIO HEXAHIDRATADO 0.112 G. EL COMPARTIMIENTO DE GLUCOSA AL 40% Y CLORURO DE CALCIO: GLUCOSA MONOHIDRATADA EQUIVALENTE A 40.0 G DE GLUCOSA ANHIDRA, CLORURO DE CALCIO DIHIDRATADO 0.075 G. CON O SIN CLORURO DE SODIO. ENVASE CON BOLSA DE PLASTICO DE 1500 ML CON TRES COMPARTIMIENTOS (300 ML PARA LIPIDOS, 600 ML PARA AMINOACIDOS CON ELECTROLITOS, 600 ML PARA GLUCOSA CON CALCIO).
010.000.2730.03|010.000.2730.03|NUTRICION PARENTERAL A BASE DE LIPIDOS, AMINOACIDOS, GLUCOSA Y ELECTROLITOS EMULSION INYECTABLE CADA 100 ML CONTIENE:EN EL COMPARTIMIENTO DE EMULSION DE LIPIDOS AL 20% ACEITE PURIFICADO DE SOYA Y/O DE OLIVA 20.00 G EN EL COMPARTIMIENTO DE AMINOACIDOS AL 10% CON ELECTROLITOS: L-ALANINA 2.070 G; L-ARGININA 1.150 G; GLICINA 1.030 G; L-HISTIDINA 0.480 G; LISOLEUCINA 0.600 G; L-LEUCINA 0.730 G; CLORHIDRATO DE L-LISINA EQUIVALENTE A 0.580G DE L-LISINA; L-METIONINA 0.400 G; L-FENILALANINA 0.560 G; L-PROLINA 0.680 G; L-SERINA 0.500 G; L-TREONINA 0.420 G; L-TRIPTOFANO 0.180 G; L-TIROSINA 0.040 G; L-VALINA 0.580G; ACETATO DE SODIO TRIHIDRATADO 0.612G; GLICEROFOSFATO DE SODIO PENTAHIDRATADO 0.535 G Y CLORURO DE POTASIO 0.448 G; CLORURO DE SODIO 0.118 G; CLORURO DE MAGNESIO HEXAHIDRATADO 0.112 G. EL COMPARTIMIENTO DE GLUCOSA AL 40% Y CLORURO DE CALCIO: GLUCOSA MONOHIDRATADA EQUIVALENTE A 40.0 G DE GLUCOSA ANHIDRA, CLORURO DE CALCIO DIHIDRATADO 0.075 G. CON O SIN CLORURO DE SODIO. ENVASE CON BOLSA DE PLASTICO DE 2500 ML CON TRES COMPARTIMIENTOS (500 ML PARA LIPIDOS, 1000 ML PARA AMINOACIDOS CON ELECTROLITOS, 1000 ML PARA GLUCOSA CON CALCIO).
010.000.5381.00|010.000.5381.00|OLIGOMETALES ENDOVENOSOS SOLUCION INYECTABLE CADA 100 ML. CONTIENEN: CLORURO DE ZINC 55.0 MG. SULFATO CUPRICO PENTAHIDRATADO 16.9 MG. SULFATO DE MANGANESO 38.10 MG. YODURO DE SODIO 1.30 MG. FLUORURO DE SODIO 14.0 MG. CLORURO DE SODIO 163.9 MG. CADA FRASCO AMPULA PROPORCIONA EN ELECTROLITOS: ZINC 0.1614 MEQ. COBRE 0.0271 MEQ. MANGANESO 0.0902 MEQ. SODIO 4.5493 MEQ. SULFATO 0.1172 MEQ. YODO 0.0017 MEQ. FLUOR 0.0666 MEQ. CLORO 0.7223 MEQ. ENVASE CON 10 FRASCOS AMPULA DE 20 ML.
010.000.1714.00|010.000.1714.00|SACARATO FERRICO SOLUCION INYECTABLE LA AMPOLLETA CONTIENE: COMPLEJO DE SACARATO DE OXIDO FERRICO EQUIVALENTE A 100 MG DE HIERRO ELEMENTAL. ENVASE CON 1 AMPOLLETA DE 5 ML.
010.000.4378.00|010.000.4378.00|SELENIO SOLUCION INYECTABLE CADA ML CONTIENE: SELENIO 40.0 µG ENVASE CON UN FRASCO AMPULA CON 10 ML.
010.000.5395.00|010.000.5395.00|TIAMINA SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: CLORHIDRATO DE TIAMINA 500 MG. ENVASE CON 3 FRASCOS AMPULA.
010.000.2191.00|010.000.2191.00|VITAMINA A CAPSULA CADA CAPSULA CONTIENE: VITAMINA A 50 000 UI. ENVASE CON 40 CAPSULAS.
020.000.3835.00|020.000.3835.00|VITAMINA A SOLUCION CADA DOSIS CONTIENE: PALMITATO DE VITAMINA A (RETINOL) 200 000 UI. ENVASE CON 25 DOSIS.
020.000.3835.01|020.000.3835.01|VITAMINA A SOLUCION CADA DOSIS CONTIENE: PALMITATO DE VITAMINA A (RETINOL) 200 000 UI. ENVASE CON 50 DOSIS.
010.000.2709.00|010.000.2709.00|VITAMINAS Y MINERALES SUSPENSION O SOLUCION ORAL CADA 100 ML CONTIENEN: CLORHIDRATO DE TIAMINA EQUIVALENTE A 110.0 MG DE TIAMINA. RIBOFLAVINA 5-FOSFATO SODICA EQUIVALENTE A 120.0 MG DE RIBOFLAVINA. CLORHIDRATO DE PIRIDOXINA EQUIVALENTE A 150.0 MG DE PIRIDOXINA. CIANOCOBALAMINA 0.11 MG. ACIDO FOLICO 7500 G. ACIDO ASCORBICO 6000 MG. SULFATO FERROSO DESECADO EQUIVALENTE A 2000 MG DE FIERRO. SULFATO DE ZINC MONOHIDRATADO EQUIVALENTE A 2000 MG DE ZINC. ENVASE CON FRASCO GOTERO DE 30 ML.
010.000.2710.00|010.000.2710.00|VITAMINAS Y MINERALES TABLETA CADA TABLETA CONTIENE: MONOHIDRATO DE TIAMINA AL 33.3% EQUIVALENTE A 2.4 MG DE TIAMINA. RIVOFLAVINA AL 33% EQUIVALENTE A 2.7 MG DE RIBOFLAVINA. CLORHIDRATO DE PIRIDOXINA EQUIVALENTE A 3.2 MG DE PIRIDOXINA.CIANOCOBALAMINA AL 0.1% EQUIVALENTE A 3.9 µG DE VITAMINA B12. ACIDO FOLICO 420.0 µG. ACIDO ASCORBICO AL 90% EQUIVALENTE A 143.0 MG DE VITAMINA C. SULFATO FERROSO DESECADO EQUIVALENTE A 30.0 MG DE FIERRO. SULFATO DE ZINC MONOHIDRATADO EQUIVALENTE A 38.0 MG DE ZINC. SULFATO DE COBRE PENTAHIDRATADO EQUIVALENTE A 2.3 MG DE COBRE. ENVASE CON 30 TABLETAS.
